-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.200000000000000182e-05 1.520000000000000084e-04 3.080000000000000055e-04 2.689999999999999791e-04 3.029999999999999924e-04 2.689999999999999791e-04 1.689999999999999879e-04 1.259999999999999998e-04 8.799999999999999771e-05 6.799999999999999946e-05 5.899999999999999754e-05 5.300000000000000078e-05 4.899999999999999842e-05 9.500000000000000523e-05 2.590000000000000071e-04 2.300000000000000070e-04 2.530000000000000239e-04 1.679999999999999907e-04 2.110000000000000059e-04 2.229999999999999994e-04 2.900000000000000017e-04
1.420000000000000092e-04 3.020000000000000223e-04 6.089999999999999494e-04 5.289999999999999564e-04 6.229999999999999644e-04 5.479999999999999845e-04 3.559999999999999797e-04 2.559999999999999884e-04 1.789999999999999870e-04 1.369999999999999961e-04 1.200000000000000030e-04 1.050000000000000044e-04 9.899999999999999404e-05 1.920000000000000049e-04 4.979999999999999618e-04 4.650000000000000270e-04 5.180000000000000143e-04 3.499999999999999964e-04 4.299999999999999894e-04 4.400000000000000157e-04 5.689999999999999529e-04
2.090000000000000115e-04 4.539999999999999765e-04 9.020000000000000240e-04 7.879999999999999635e-04 9.629999999999999888e-04 8.469999999999999881e-04 5.739999999999999660e-04 3.959999999999999762e-04 2.770000000000000110e-04 2.110000000000000059e-04 1.840000000000000001e-04 1.559999999999999972e-04 1.499999999999999869e-04 2.939999999999999905e-04 7.010000000000000172e-04 7.140000000000000079e-04 7.910000000000000364e-04 5.599999999999999509e-04 6.530000000000000431e-04 6.509999999999999945e-04 8.409999999999999507e-04
2.739999999999999923e-04 6.160000000000000111e-04 1.173999999999999913e-03 1.072999999999999952e-03 1.293000000000000095e-03 1.191999999999999917e-03 8.289999999999999843e-04 5.670000000000000127e-04 3.930000000000000117e-04 2.930000000000000204e-04 2.539999999999999940e-04 2.130000000000000003e-04 2.059999999999999928e-04 4.090000000000000211e-04 8.890000000000000333e-04 9.940000000000000918e-04 1.057999999999999913e-03 8.080000000000000160e-04 8.630000000000000518e-04 8.670000000000000406e-04 1.106999999999999911e-03
3.370000000000000057e-04 8.009999999999999542e-04 1.407000000000000048e-03 1.402999999999999950e-03 1.567000000000000033e-03 1.575999999999999927e-03 1.126999999999999964e-03 7.969999999999999654e-04 5.370000000000000424e-04 3.879999999999999985e-04 3.330000000000000169e-04 2.770000000000000110e-04 2.730000000000000222e-04 5.529999999999999976e-04 1.100999999999999982e-03 1.315999999999999896e-03 1.309999999999999967e-03 1.095000000000000053e-03 1.056999999999999997e-03 1.113000000000000057e-03 1.360000000000000098e-03
3.970000000000000005e-04 1.021999999999999905e-03 1.601999999999999908e-03 1.776999999999999934e-03 1.814000000000000074e-03 1.897999999999999948e-03 1.484000000000000076e-03 1.123000000000000083e-03 7.269999999999999987e-04 5.050000000000000235e-04 4.249999999999999763e-04 3.510000000000000208e-04 3.539999999999999853e-04 7.450000000000000025e-04 1.340999999999999961e-03 1.670000000000000043e-03 1.544000000000000017e-03 1.386000000000000079e-03 1.245999999999999929e-03 1.404000000000000083e-03 1.605000000000000090e-03
4.560000000000000251e-04 1.273999999999999959e-03 1.786999999999999960e-03 2.210000000000000159e-03 2.142999999999999940e-03 2.075000000000000022e-03 1.851999999999999914e-03 1.587000000000000086e-03 9.879999999999999460e-04 6.570000000000000319e-04 5.389999999999999826e-04 4.389999999999999914e-04 4.600000000000000139e-04 1.005999999999999950e-03 1.564999999999999985e-03 2.014999999999999864e-03 1.775000000000000102e-03 1.667000000000000079e-03 1.443000000000000055e-03 1.719999999999999958e-03 1.868000000000000086e-03
5.159999999999999656e-04 1.521999999999999915e-03 1.979999999999999989e-03 2.748000000000000009e-03 2.605000000000000111e-03 2.200000000000000133e-03 2.083999999999999915e-03 2.178999999999999947e-03 1.366999999999999943e-03 8.679999999999999565e-04 6.880000000000000265e-04 5.479999999999999845e-04 6.009999999999999717e-04 1.322000000000000041e-03 1.747999999999999988e-03 2.305999999999999890e-03 2.023000000000000059e-03 1.951999999999999959e-03 1.678999999999999937e-03 1.998999999999999909e-03 2.155999999999999930e-03
5.779999999999999548e-04 1.726000000000000104e-03 2.167000000000000089e-03 3.379000000000000059e-03 3.138999999999999863e-03 2.435999999999999797e-03 2.135000000000000179e-03 2.694999999999999913e-03 1.922000000000000097e-03 1.175999999999999962e-03 8.940000000000000464e-04 6.960000000000000041e-04 7.879999999999999635e-04 1.618999999999999996e-03 1.925000000000000062e-03 2.541999999999999989e-03 2.305000000000000191e-03 2.194999999999999903e-03 2.005999999999999971e-03 2.210000000000000159e-03 2.467000000000000009e-03
6.440000000000000412e-04 1.877999999999999895e-03 2.361999999999999950e-03 3.978999999999999898e-03 3.667999999999999820e-03 2.874999999999999951e-03 2.161000000000000160e-03 2.820000000000000024e-03 2.629999999999999959e-03 1.634999999999999952e-03 1.185000000000000072e-03 9.110000000000000259e-04 1.038999999999999993e-03 1.810999999999999893e-03 2.125999999999999852e-03 2.706000000000000072e-03 2.612000000000000172e-03 2.348999999999999960e-03 2.412000000000000081e-03 2.416000000000000179e-03 2.791000000000000078e-03
7.119999999999999593e-04 2.007999999999999802e-03 2.593999999999999952e-03 4.427999999999999645e-03 4.152000000000000308e-03 3.442000000000000181e-03 2.281000000000000041e-03 2.567999999999999970e-03 3.173000000000000039e-03 2.278000000000000077e-03 1.613000000000000067e-03 1.229999999999999974e-03 1.384000000000000031e-03 1.915000000000000036e-03 2.331999999999999872e-03 2.794000000000000043e-03 2.895000000000000004e-03 2.465000000000000177e-03 2.799999999999999972e-03 2.684000000000000188e-03 3.109999999999999917e-03
7.810000000000000102e-04 2.145000000000000205e-03 2.861999999999999961e-03 4.710999999999999910e-03 4.563000000000000216e-03 3.903999999999999918e-03 2.497000000000000088e-03 2.265999999999999785e-03 3.151999999999999854e-03 3.001000000000000195e-03 2.233999999999999875e-03 1.704000000000000003e-03 1.825000000000000016e-03 2.030000000000000120e-03 2.526000000000000034e-03 2.929999999999999879e-03 3.118999999999999811e-03 2.625000000000000163e-03 3.063000000000000184e-03 3.008999999999999956e-03 3.416000000000000199e-03
8.530000000000000256e-04 2.295999999999999864e-03 3.134000000000000067e-03 4.850000000000000144e-03 4.948000000000000141e-03 4.115999999999999867e-03 2.840000000000000076e-03 2.142999999999999940e-03 2.699000000000000010e-03 3.428000000000000057e-03 3.007999999999999823e-03 2.353000000000000057e-03 2.247999999999999998e-03 2.223000000000000149e-03 2.727999999999999956e-03 3.196000000000000056e-03 3.315999999999999937e-03 2.893000000000000172e-03 3.171999999999999906e-03 3.334000000000000158e-03 3.680000000000000111e-03
9.319999999999999942e-04 2.455000000000000151e-03 3.396000000000000147e-03 4.862000000000000002e-03 5.359000000000000048e-03 4.173999999999999759e-03 3.354999999999999909e-03 2.259000000000000157e-03 2.252999999999999794e-03 3.233000000000000197e-03 3.638000000000000175e-03 3.063000000000000184e-03 2.475000000000000203e-03 2.495999999999999955e-03 2.931000000000000012e-03 3.539000000000000045e-03 3.511999999999999931e-03 3.289999999999999956e-03 3.246000000000000187e-03 3.596999999999999937e-03 3.910000000000000281e-03
1.021999999999999905e-03 2.618999999999999800e-03 3.658999999999999926e-03 4.813999999999999703e-03 5.729999999999999850e-03 4.266999999999999960e-03 3.874999999999999972e-03 2.625999999999999862e-03 2.011000000000000201e-03 2.651999999999999844e-03 3.723000000000000181e-03 3.570999999999999956e-03 2.495999999999999955e-03 2.825999999999999953e-03 3.067999999999999981e-03 3.853000000000000088e-03 3.733999999999999906e-03 3.752000000000000127e-03 3.435999999999999818e-03 3.844000000000000195e-03 4.167999999999999830e-03
1.123999999999999999e-03 2.804000000000000069e-03 3.949000000000000253e-03 4.810000000000000039e-03 5.983999999999999736e-03 4.579999999999999870e-03 4.106000000000000275e-03 3.233000000000000197e-03 1.958999999999999804e-03 2.119999999999999923e-03 3.246999999999999886e-03 3.661000000000000192e-03 2.425000000000000072e-03 3.164000000000000146e-03 3.144000000000000093e-03 4.054000000000000312e-03 4.037999999999999923e-03 4.214999999999999997e-03 3.759000000000000188e-03 4.167999999999999830e-03 4.487999999999999802e-03
