-0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.060000000000000016e-04 2.220000000000000022e-04 3.200000000000000262e-04 5.389999999999999826e-04 4.420000000000000101e-04 6.120000000000000223e-04 6.809999999999999647e-04 6.769999999999999759e-04 6.890000000000000508e-04 7.249999999999999500e-04 8.549999999999999658e-04 6.080000000000000335e-04 5.619999999999999996e-04 4.049999999999999781e-04 4.240000000000000062e-04 4.380000000000000213e-04 3.069999999999999812e-04 2.950000000000000148e-04 2.320000000000000014e-04 2.610000000000000015e-04 1.589999999999999888e-04 1.019999999999999992e-04 1.779999999999999898e-04 7.499999999999999343e-05 9.399999999999999448e-05 1.540000000000000028e-04
2.069999999999999900e-04 4.389999999999999914e-04 6.340000000000000149e-04 1.031999999999999931e-03 8.800000000000000313e-04 1.258999999999999920e-03 1.456000000000000046e-03 1.461000000000000059e-03 1.492000000000000054e-03 1.565999999999999901e-03 1.848999999999999949e-03 1.307999999999999918e-03 1.211000000000000054e-03 8.689999999999999808e-04 9.110000000000000259e-04 9.449999999999999850e-04 6.610000000000000207e-04 6.369999999999999794e-04 4.989999999999999861e-04 5.659999999999999884e-04 3.350000000000000113e-04 2.110000000000000059e-04 3.589999999999999984e-04 1.499999999999999869e-04 1.810000000000000085e-04 2.979999999999999793e-04
3.029999999999999924e-04 6.520000000000000188e-04 9.560000000000000355e-04 1.410999999999999928e-03 1.263999999999999933e-03 1.858000000000000059e-03 2.338999999999999933e-03 2.412000000000000081e-03 2.524000000000000202e-03 2.658000000000000206e-03 3.154999999999999818e-03 2.216000000000000088e-03 2.056999999999999801e-03 1.464000000000000024e-03 1.543000000000000101e-03 1.606000000000000006e-03 1.116000000000000021e-03 1.080999999999999930e-03 8.329999999999999731e-04 9.510000000000000224e-04 5.299999999999999807e-04 3.229999999999999907e-04 5.019999999999999506e-04 2.259999999999999910e-04 2.669999999999999847e-04 4.220000000000000118e-04
3.899999999999999929e-04 8.610000000000000032e-04 1.304999999999999953e-03 1.709000000000000016e-03 1.574000000000000095e-03 2.246999999999999865e-03 3.127000000000000005e-03 3.402000000000000076e-03 3.792999999999999931e-03 4.096999999999999947e-03 4.949000000000000274e-03 3.468000000000000162e-03 3.229000000000000099e-03 2.279000000000000210e-03 2.416000000000000179e-03 2.517999999999999839e-03 1.726000000000000104e-03 1.665999999999999946e-03 1.224000000000000045e-03 1.389999999999999960e-03 7.060000000000000303e-04 4.139999999999999800e-04 5.580000000000000107e-04 3.150000000000000131e-04 3.570000000000000040e-04 5.140000000000000254e-04
4.699999999999999859e-04 1.064999999999999974e-03 1.652000000000000040e-03 2.047000000000000208e-03 1.905000000000000009e-03 2.418000000000000010e-03 3.507999999999999834e-03 4.035000000000000392e-03 4.921000000000000027e-03 5.692000000000000011e-03 7.156000000000000034e-03 5.046000000000000138e-03 4.728999999999999697e-03 3.324000000000000132e-03 3.544999999999999974e-03 3.674000000000000182e-03 2.449999999999999921e-03 2.305000000000000191e-03 1.569000000000000082e-03 1.709000000000000016e-03 8.000000000000000383e-04 4.710000000000000102e-04 5.649999999999999641e-04 4.339999999999999782e-04 4.539999999999999765e-04 5.590000000000000351e-04
5.439999999999999957e-04 1.255999999999999955e-03 1.966999999999999998e-03 2.461000000000000080e-03 2.383000000000000135e-03 2.570999999999999935e-03 3.484000000000000118e-03 4.043999999999999852e-03 5.276999999999999573e-03 6.707000000000000288e-03 8.942999999999999561e-03 6.375999999999999723e-03 6.048000000000000424e-03 4.277999999999999685e-03 4.583000000000000268e-03 4.690999999999999857e-03 3.000000000000000062e-03 2.673000000000000029e-03 1.701000000000000038e-03 1.724999999999999971e-03 8.099999999999999561e-04 5.280000000000000405e-04 5.940000000000000184e-04 5.800000000000000034e-04 5.619999999999999996e-04 5.379999999999999583e-04
6.130000000000000466e-04 1.433999999999999945e-03 2.282999999999999873e-03 2.848999999999999970e-03 3.027999999999999876e-03 2.912999999999999791e-03 3.410999999999999970e-03 3.726999999999999844e-03 4.831000000000000225e-03 6.487999999999999844e-03 9.079999999999999530e-03 6.570000000000000319e-03 6.322000000000000362e-03 4.552999999999999756e-03 4.872999999999999728e-03 4.900999999999999975e-03 3.024000000000000212e-03 2.527999999999999865e-03 1.593999999999999931e-03 1.538000000000000088e-03 8.149999999999999693e-04 6.210000000000000242e-04 6.800000000000000488e-04 6.999999999999999929e-04 6.639999999999999852e-04 4.560000000000000251e-04
6.800000000000000488e-04 1.590000000000000050e-03 2.579999999999999828e-03 3.161000000000000181e-03 3.697999999999999898e-03 3.520999999999999824e-03 3.605000000000000131e-03 3.552000000000000036e-03 4.225999999999999722e-03 5.540999999999999918e-03 7.719000000000000167e-03 5.710999999999999931e-03 5.498000000000000283e-03 4.060000000000000241e-03 4.298999999999999870e-03 4.250000000000000305e-03 2.637000000000000021e-03 2.134000000000000046e-03 1.440000000000000091e-03 1.381999999999999982e-03 8.809999999999999472e-04 7.579999999999999932e-04 8.189999999999999581e-04 7.470000000000000511e-04 7.370000000000000249e-04 3.609999999999999928e-04
7.479999999999999670e-04 1.717999999999999909e-03 2.814999999999999794e-03 3.514999999999999895e-03 4.173999999999999759e-03 4.330999999999999781e-03 4.191000000000000281e-03 3.730999999999999941e-03 3.941000000000000059e-03 4.771000000000000067e-03 6.200999999999999915e-03 4.723999999999999901e-03 4.440999999999999635e-03 3.376999999999999794e-03 3.501000000000000206e-03 3.420999999999999996e-03 2.250999999999999963e-03 1.840999999999999972e-03 1.392999999999999924e-03 1.364999999999999894e-03 1.020000000000000073e-03 9.409999999999999962e-04 9.700000000000000505e-04 7.749999999999999728e-04 8.000000000000000383e-04 2.900000000000000017e-04
