0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000034e-05 1.640000000000000019e-04 2.730000000000000222e-04 3.609999999999999928e-04 4.159999999999999744e-04 4.580000000000000195e-04 5.529999999999999976e-04 5.079999999999999880e-04 5.060000000000000478e-04 4.979999999999999618e-04 5.060000000000000478e-04 4.180000000000000230e-04 3.550000000000000096e-04 2.559999999999999884e-04 2.190000000000000106e-04 1.779999999999999898e-04 1.219999999999999974e-04 9.799999999999999684e-05 8.299999999999999815e-05 5.500000000000000196e-05 3.499999999999999693e-05
1.150000000000000035e-04 3.249999999999999851e-04 5.439999999999999957e-04 7.179999999999999967e-04 8.080000000000000160e-04 8.940000000000000464e-04 1.108999999999999960e-03 1.026000000000000002e-03 1.008999999999999914e-03 9.970000000000000563e-04 1.005000000000000034e-03 8.649999999999999920e-04 7.339999999999999520e-04 5.019999999999999506e-04 4.490000000000000176e-04 3.579999999999999741e-04 2.359999999999999902e-04 1.939999999999999993e-04 1.649999999999999991e-04 1.119999999999999983e-04 6.999999999999999387e-05
1.710000000000000094e-04 4.780000000000000178e-04 8.059999999999999673e-04 1.062000000000000010e-03 1.165000000000000020e-03 1.319000000000000077e-03 1.649000000000000075e-03 1.521000000000000000e-03 1.489000000000000089e-03 1.515000000000000071e-03 1.497999999999999983e-03 1.355000000000000085e-03 1.128000000000000096e-03 7.240000000000000342e-04 6.949999999999999798e-04 5.410000000000000312e-04 3.409999999999999945e-04 2.869999999999999830e-04 2.449999999999999921e-04 1.679999999999999907e-04 1.019999999999999992e-04
2.239999999999999966e-04 6.229999999999999644e-04 1.046999999999999971e-03 1.386999999999999995e-03 1.512000000000000106e-03 1.750000000000000036e-03 2.125999999999999852e-03 1.946000000000000030e-03 1.943999999999999981e-03 2.064999999999999995e-03 2.004999999999999838e-03 1.871000000000000050e-03 1.476000000000000098e-03 9.039999999999999642e-04 9.380000000000000317e-04 7.269999999999999987e-04 4.409999999999999858e-04 3.780000000000000265e-04 3.179999999999999776e-04 2.190000000000000106e-04 1.299999999999999886e-04
2.730000000000000222e-04 7.579999999999999932e-04 1.265999999999999981e-03 1.701999999999999954e-03 1.864999999999999904e-03 2.175999999999999983e-03 2.510000000000000078e-03 2.337000000000000102e-03 2.412000000000000081e-03 2.645999999999999915e-03 2.544999999999999953e-03 2.373000000000000109e-03 1.716000000000000077e-03 1.062000000000000010e-03 1.142999999999999919e-03 9.190000000000000035e-04 5.540000000000000219e-04 4.679999999999999915e-04 3.759999999999999779e-04 2.599999999999999772e-04 1.530000000000000056e-04
3.159999999999999832e-04 8.850000000000000444e-04 1.484000000000000076e-03 2.023000000000000059e-03 2.235000000000000007e-03 2.572000000000000067e-03 2.824999999999999820e-03 2.768000000000000061e-03 2.916000000000000189e-03 3.233000000000000197e-03 3.076999999999999874e-03 2.817000000000000060e-03 1.869000000000000002e-03 1.260999999999999968e-03 1.304000000000000038e-03 1.110000000000000092e-03 7.020000000000000415e-04 5.609999999999999752e-04 4.229999999999999819e-04 2.950000000000000148e-04 1.740000000000000010e-04
3.519999999999999908e-04 1.005999999999999950e-03 1.719000000000000042e-03 2.356000000000000021e-03 2.648000000000000180e-03 2.952999999999999896e-03 3.128000000000000138e-03 3.223999999999999869e-03 3.386999999999999820e-03 3.779999999999999940e-03 3.529000000000000019e-03 3.158000000000000217e-03 2.014999999999999864e-03 1.536999999999999955e-03 1.472999999999999917e-03 1.281000000000000021e-03 8.829999999999999958e-04 6.539999999999999590e-04 4.710000000000000102e-04 3.330000000000000169e-04 1.959999999999999937e-04
3.820000000000000153e-04 1.128000000000000096e-03 1.951000000000000043e-03 2.694000000000000214e-03 3.103999999999999988e-03 3.376000000000000095e-03 3.471999999999999826e-03 3.644000000000000104e-03 3.762000000000000153e-03 4.200999999999999873e-03 3.903999999999999918e-03 3.343000000000000051e-03 2.223999999999999849e-03 1.866000000000000037e-03 1.698999999999999989e-03 1.417999999999999990e-03 1.069999999999999988e-03 7.429999999999999539e-04 5.199999999999999544e-04 3.860000000000000041e-04 2.220000000000000022e-04
4.070000000000000267e-04 1.270000000000000078e-03 2.139999999999999975e-03 3.043000000000000132e-03 3.566000000000000159e-03 3.867999999999999911e-03 3.917999999999999608e-03 4.041000000000000321e-03 4.150000000000000043e-03 4.474999999999999811e-03 4.307000000000000065e-03 3.429000000000000190e-03 2.518999999999999972e-03 2.186000000000000009e-03 1.955000000000000140e-03 1.526000000000000013e-03 1.247000000000000062e-03 8.319999999999999488e-04 5.580000000000000107e-04 4.609999999999999840e-04 2.539999999999999940e-04
